c1,c2,stim,nparses,ratingcmp,ratingC1,ratingC2,bgJonesMewhort,bgSUBTLEX,bgFacebook,label
night,walker,nightwalker,1,73.833336,77.083336,80.291664,10.5,-0.242830519,-0.297324458,1
shop,walker,shopwalker,1,57,72.551727,73.689651,5.85,-0.37778819,-0.401072795,1
space,walker,spacewalker,1,75.653847,83.692307,78.307693,11.5,-0.143719711,-0.067374508,1
street,walker,streetwalker,1,81.516129,83.258064,83.322578,10.5,-0.242830519,-0.297324458,1
floor,walkers,floorwalkers,1,58.347828,69.869568,74.391304,8.79,-0.358062792,-0.369204622,1
street,walkers,streetwalkers,1,76.5,81.375,86.333336,10.5,-0.242830519,-0.297324458,1
sleep,walkers,sleepwalkers,1,90.535713,89.321426,87.214287,5.85,-0.37778819,-0.401072795,1
sleep,walking,sleepwalking,1,91.964287,88.714287,89.10714,5.85,-0.37778819,-0.401072795,1
side,walks,sidewalks,1,71,79.172417,74.241379,11.5,-0.143719711,-0.067374508,1
board,walks,boardwalks,1,71.708336,63.130436,71.95652,8.73,-0.366593219,-0.392842633,1
cross,walks,crosswalks,1,73.35714,72.178574,79.89286,9.15,-0.281919332,-0.302085383,1
moon,walks,moonwalks,1,73.85714,61.185184,83.703705,8.3,-0.372925264,-0.39801683,1
foot,wall,footwall,1,53.620689,43.206898,71.068962,10.5,-0.242830519,-0.297324458,1
sea,wall,seawall,1,60.886364,83.818184,64.75,10.5,-0.188933974,-0.19638394,1
side,wall,sidewall,1,78.25,82.25,89.75,11.5,-0.143719711,-0.067374508,1
dry,wall,drywall,1,54.891891,54.108109,85.513512,8.04,-0.339463955,-0.379424763,1
stone,walling,stonewalling,1,52.958332,52.708332,58.375,11.5,-0.143719711,-0.067374508,1
dry,walls,drywalls,1,76.279999,59.32,91.279999,8.04,-0.339463955,-0.379424763,1
fire,walls,firewalls,1,51.785713,35.346153,70.730766,11.5,-0.143719711,-0.067374508,1
sea,walls,seawalls,1,71.040001,86,65.239998,10.5,-0.188933974,-0.19638394,1
side,walls,sidewalls,1,73.071426,78.25,81.285713,11.5,-0.143719711,-0.067374508,1
west,ward,westward,1,61.448277,91.89286,38.535713,10.5,-0.242830519,-0.297324458,1
church,warden,churchwarden,1,73.758621,89.310349,73.344826,8.07,-0.374194851,-0.39782926,1
church,wardens,churchwardens,1,64.839996,85.400002,69.040001,8.07,-0.374194851,-0.39782926,1
dish,ware,dishware,1,70.32,88.040001,70.720001,8.07,-0.374194851,-0.39782926,1
flat,ware,flatware,1,52.916668,57.791668,62.791668,10.5,-0.242830519,-0.297324458,1
cook,ware,cookware,1,73.464287,80.928574,70.5,7.05,-0.374528582,-0.397268727,1
copper,ware,copperware,1,74.21212,88.242424,77.878784,8.79,-0.358062792,-0.369204622,1
iron,ware,ironware,1,69.161293,84.903229,65.161293,8.3,-0.372925264,-0.39801683,1
glass,ware,glassware,1,61.307693,88.589745,48.512821,9.15,-0.281919332,-0.302085383,1
kitchen,ware,kitchenware,1,71.480003,84.839996,76.68,8.3,-0.372925264,-0.39801683,1
table,ware,tableware,1,50.076923,74.384613,56.794872,11.5,-0.143719711,-0.067374508,1
wooden,ware,woodenware,1,66.666664,82.57576,76.030304,8.3,-0.372925264,-0.39801683,1
tin,ware,tinware,1,65.678574,77.964287,68.214287,8.3,-0.372925264,-0.39801683,1
oven,ware,ovenware,1,65.931038,88.413795,60.310345,8.3,-0.372925264,-0.39801683,1
dinner,ware,dinnerware,1,66.3125,84.25,63.21875,8.79,-0.358062792,-0.369204622,1
granite,ware,graniteware,1,52.666668,77.481483,57.407406,11.5,-0.143719711,-0.067374508,1
metal,ware,metalware,1,68.428574,83.238098,67.190475,8.49,-0.317547239,-0.298528888,1
spy,ware,spyware,1,62.53846,75.884613,60.73077,8.04,-0.339463955,-0.379424763,1
clay,ware,clayware,1,52.119999,76.519997,51.759998,8.04,-0.339463955,-0.379424763,1
silver,ware,silverware,1,61,88,53.775002,8.79,-0.358062792,-0.369204622,1
cook,wares,cookwares,1,80.458336,89.208336,74.208336,7.05,-0.374528582,-0.397268727,1
house,warming,housewarming,1,56.53125,91.875,44.90625,11.5,-0.143719711,-0.067374508,1
white,wash,whitewash,1,67.620689,60.793102,60.620689,11.5,-0.143719711,-0.067374508,1
back,wash,backwash,1,61.566666,63.700001,48.700001,7.05,-0.374528582,-0.397268727,1
mouth,wash,mouthwash,1,84.820511,83.230766,87.410255,8.07,-0.374194851,-0.39782926,1
eye,wash,eyewash,1,86.351349,84.675674,89.75676,11.5,-0.143719711,-0.067374508,1
pig,wash,pigwash,1,62.892857,69.535713,73.64286,5.96,-0.377565703,-0.401430986,1
dish,washer,dishwasher,1,90.526314,92.289474,94.868423,8.07,-0.374194851,-0.39782926,1
dish,washers,dishwashers,1,93.548386,92.225807,93.6129,8.07,-0.374194851,-0.39782926,1
mouth,washes,mouthwashes,1,88.966667,84.099998,83.800003,8.07,-0.374194851,-0.39782926,1
white,washes,whitewashes,1,62.655174,69.821426,60.25,11.5,-0.143719711,-0.067374508,1
dish,washing,dishwashing,1,90.535713,92.214287,92.10714,8.07,-0.374194851,-0.39782926,1
brain,washing,brainwashing,1,54.413792,86.931038,43.896553,8.3,-0.372925264,-0.39801683,1
death,watch,deathwatch,1,55.085712,58.941177,60.764706,8.07,-0.374194851,-0.39782926,1
mid,watch,midwatch,1,51.607143,65.89286,66.25,8.73,-0.366593219,-0.392842633,1
dog,watch,dogwatch,1,67.03846,76.769234,73.269234,5.96,-0.377565703,-0.401430986,1
wrist,watch,wristwatch,1,85.925003,83.75,87.625,10.5,-0.242830519,-0.297324458,1
stop,watch,stopwatch,1,66.225807,69.290321,88.709679,5.85,-0.37778819,-0.401072795,1
port,watcher,portwatcher,1,71.433334,80.166664,85.566666,10.5,-0.242830519,-0.297324458,1
stop,watches,stopwatches,1,78.5,72.583336,92,5.85,-0.37778819,-0.401072795,1
wrist,watches,wristwatches,1,88.708336,80.75,93.166664,10.5,-0.242830519,-0.297324458,1
rain,water,rainwater,1,88.099998,87.525002,89.150002,8.3,-0.372925264,-0.39801683,1
melt,water,meltwater,1,60.285713,52.523811,77.952377,10.5,-0.242830519,-0.297324458,1
break,water,breakwater,1,57.633335,57.433334,73.23333,7.05,-0.374528582,-0.397268727,1
black,water,blackwater,1,60.913044,67.304344,88.782608,7.05,-0.374528582,-0.397268727,1
salt,water,saltwater,1,92.171425,89.558823,92.117645,10.5,-0.242830519,-0.297324458,1
high,water,highwater,1,87.645164,84.677422,91.935486,8.07,-0.374194851,-0.39782926,1
white,water,whitewater,1,65.692307,68.192307,84.307693,11.5,-0.143719711,-0.067374508,1
tide,water,tidewater,1,65.181816,79.272728,90.295456,11.5,-0.143719711,-0.067374508,1
lime,water,limewater,1,69.833336,66.900002,85.633331,11.5,-0.143719711,-0.067374508,1
sea,water,seawater,1,89.486488,93.351349,94.37838,10.5,-0.188933974,-0.19638394,1
fresh,water,freshwater,1,87.216217,88.37838,95.135132,8.07,-0.374194851,-0.39782926,1
dish,water,dishwater,1,75.974358,67.333336,90.205132,8.07,-0.374194851,-0.39782926,1
waste,water,wastewater,1,88.451614,88.645164,88.709679,11.5,-0.143719711,-0.067374508,1
back,waters,backwaters,1,52.190475,43.809525,70.333336,7.05,-0.374528582,-0.397268727,1
tide,waters,tidewaters,1,84.480003,86.279999,87.599998,11.5,-0.143719711,-0.067374508,1
air,wave,airwave,1,74.104164,79.765961,76.276596,8.79,-0.358062792,-0.369204622,1
brain,wave,brainwave,1,61.23077,86.46154,55.102566,8.3,-0.372925264,-0.39801683,1
air,waves,airwaves,1,70.928574,76.785713,72.714287,8.79,-0.358062792,-0.369204622,1
brain,waves,brainwaves,1,77.5,91.428574,71,8.3,-0.372925264,-0.39801683,1
ear,wax,earwax,1,83.864868,90.162163,83.891891,8.79,-0.358062792,-0.369204622,1
bees,wax,beeswax,1,88.333336,80.900002,89.26667,9.15,-0.281919332,-0.302085383,1
walk,way,walkway,1,74.42308,77.346153,68.384613,7.05,-0.374528582,-0.397268727,1
cross,way,crossway,1,69.884613,80.692307,63.5,9.15,-0.281919332,-0.302085383,1
race,way,raceway,1,83.133331,87.099998,67.033333,11.5,-0.143719711,-0.067374508,1
express,way,expressway,1,68.5,81.295456,73.909088,9.15,-0.281919332,-0.302085383,1
gate,way,gateway,1,66.099998,80.25,74.050003,11.5,-0.143719711,-0.067374508,1
road,way,roadway,1,81.897438,89.46154,62.76923,8.73,-0.366593219,-0.392842633,1
slip,way,slipway,1,52.607143,66.777779,61.296295,5.85,-0.37778819,-0.401072795,1
speed,way,speedway,1,61.46154,69.666664,64.512817,8.73,-0.366593219,-0.392842633,1
air,way,airway,1,73.285713,76,70.685715,8.79,-0.358062792,-0.369204622,1
entrance,way,entranceway,1,79.724136,92.827583,65.827583,11.5,-0.143719711,-0.067374508,1
spill,way,spillway,1,58.8125,61.9375,48.46875,8.49,-0.317547239,-0.298528888,1
slide,way,slideway,1,50.576923,64.03846,64.153847,11.5,-0.143719711,-0.067374508,1
green,way,greenway,1,58.060608,64.606064,73.484848,8.3,-0.372925264,-0.39801683,1
ship,way,shipway,1,61.916668,73.765961,67.19149,5.85,-0.37778819,-0.401072795,1
entry,way,entryway,1,88.708336,88.75,74.041664,8.04,-0.339463955,-0.379424763,1
rail,way,railway,1,67.46154,82.205132,57.153847,8.49,-0.317547239,-0.298528888,1
passage,way,passageway,1,80.849998,86.175003,79.775002,11.5,-0.143719711,-0.067374508,1
rope,way,ropeway,1,58.380951,65.666664,57.714287,11.5,-0.143719711,-0.067374508,1
run,way,runway,1,59.225807,42.354839,63.516129,8.3,-0.372925264,-0.39801683,1
path,way,pathway,1,79.114288,89.914284,79,8.07,-0.374194851,-0.39782926,1
mid,way,midway,1,74.846153,83.807693,74.46154,8.73,-0.366593219,-0.392842633,1
through,way,throughway,1,65.85714,75.035713,67.464287,8.07,-0.374194851,-0.39782926,1
sky,way,skyway,1,64.033333,73.033333,61.233334,8.04,-0.339463955,-0.379424763,1
drive,way,driveway,1,75.26667,73.699997,59.333332,11.5,-0.143719711,-0.067374508,1
tram,way,tramway,1,68.900002,71.066666,67.666664,4.88,-0.377982424,-0.401289221,1
arch,way,archway,1,57.153847,77.384613,57.564102,8.07,-0.374194851,-0.39782926,1
door,way,doorway,1,80.675003,90.050003,74.050003,8.79,-0.358062792,-0.369204622,1
stair,way,stairway,1,76.800003,93.925003,64.800003,8.79,-0.358062792,-0.369204622,1
carriage,way,carriageway,1,62.642857,72.964287,64.285713,11.5,-0.143719711,-0.067374508,1
sea,way,seaway,1,55.307693,79,59.948719,10.5,-0.188933974,-0.19638394,1
motor,way,motorway,1,55.23077,61.333332,67.410255,8.79,-0.358062792,-0.369204622,1
taxi,way,taxiway,1,66.333336,79.533333,66.23333,6.71,-0.377832334,-0.401340866,1
fly,way,flyway,1,66.25,73.214287,69.85714,8.04,-0.339463955,-0.379424763,1
water,way,waterway,1,70.050003,85.550003,69.925003,8.79,-0.358062792,-0.369204622,1
hall,way,hallway,1,71.717949,84.205132,58.871796,8.49,-0.317547239,-0.298528888,1
alley,way,alleyway,1,68.081078,90.027023,61.405407,8.04,-0.339463955,-0.379424763,1
clear,way,clearway,1,65.041664,71.833336,72.958336,8.79,-0.358062792,-0.369204622,1
park,way,parkway,1,72.285713,72.571426,59.32143,7.05,-0.374528582,-0.397268727,1
sea,ways,seaways,1,64.9375,78.978722,69.127663,10.5,-0.188933974,-0.19638394,1
carriage,ways,carriageways,1,57.133335,63.400002,55.966667,11.5,-0.143719711,-0.067374508,1
clear,ways,clearways,1,67.333336,81.875,78.666664,8.79,-0.358062792,-0.369204622,1
spill,ways,spillways,1,55.966667,61.266666,61.266666,8.49,-0.317547239,-0.298528888,1
speed,ways,speedways,1,73.727272,82.21212,66.030304,8.73,-0.366593219,-0.392842633,1
race,ways,raceways,1,83.279999,81.160004,63.279999,11.5,-0.143719711,-0.067374508,1
hall,ways,hallways,1,76.275864,90.333336,61.074074,8.49,-0.317547239,-0.298528888,1
companion,ways,companionways,1,52.766666,66.366669,55.166668,8.3,-0.372925264,-0.39801683,1
gate,ways,gateways,1,80.034485,82.137932,68.551727,11.5,-0.143719711,-0.067374508,1
drive,ways,driveways,1,65.5,75.599998,49.133335,11.5,-0.143719711,-0.067374508,1
run,ways,runways,1,55.310345,50.827587,62.103447,8.3,-0.372925264,-0.39801683,1
express,ways,expressways,1,70.964287,79.785713,71.071426,9.15,-0.281919332,-0.302085383,1
taxi,ways,taxiways,1,58.32,82.839996,61.599998,6.71,-0.377832334,-0.401340866,1
slip,ways,slipways,1,51.851852,57.615383,50.576923,5.85,-0.37778819,-0.401072795,1
high,ways,highways,1,59.241379,30.103449,72.517242,8.07,-0.374194851,-0.39782926,1
fly,ways,flyways,1,56.933334,60.299999,54.266666,8.04,-0.339463955,-0.379424763,1
road,ways,roadways,1,82.068962,93.103447,78.034485,8.73,-0.366593219,-0.392842633,1
stair,ways,stairways,1,74.71875,93.15625,57.0625,8.79,-0.358062792,-0.369204622,1
rail,ways,railways,1,73.933334,80.633331,60,8.49,-0.317547239,-0.298528888,1
motor,ways,motorways,1,65.5,73.89286,55.17857,8.79,-0.358062792,-0.369204622,1
mid,ways,midways,1,80,80.199997,72.833336,8.73,-0.366593219,-0.392842633,1
hatch,ways,hatchways,1,63.095238,64.095238,58.857143,8.07,-0.374194851,-0.39782926,1
tram,ways,tramways,1,57.53846,73.807693,64.884613,4.88,-0.377982424,-0.401289221,1
long,ways,longways,1,71.833336,81.933334,62.733334,5.96,-0.377565703,-0.401430986,1
door,ways,doorways,1,78.066666,92.966667,63.866665,8.79,-0.358062792,-0.369204622,1
entry,ways,entryways,1,78.555557,87.259262,69.59259,8.04,-0.339463955,-0.379424763,1
air,ways,airways,1,84.586205,86.586205,66.620689,8.79,-0.358062792,-0.369204622,1
path,ways,pathways,1,87.125,88.90625,68.78125,8.07,-0.374194851,-0.39782926,1
water,ways,waterways,1,82.379311,95.793106,77.965515,8.79,-0.358062792,-0.369204622,1
arch,ways,archways,1,66,84.518517,53.851852,8.07,-0.374194851,-0.39782926,1
walk,ways,walkways,1,80.599998,86.199997,67.5,7.05,-0.374528582,-0.397268727,1
free,ways,freeways,1,57.214287,50.25,67.964287,11.5,-0.143719711,-0.067374508,1
park,ways,parkways,1,65.966667,65.633331,57.966667,7.05,-0.374528582,-0.397268727,1
alley,ways,alleyways,1,68.23333,87.699997,60.233334,8.04,-0.339463955,-0.379424763,1
passage,ways,passageways,1,81.214287,87.785713,75.821426,11.5,-0.143719711,-0.067374508,1
common,wealth,commonwealth,1,56,63.022728,50.31818,8.3,-0.372925264,-0.39801683,1
active,wear,activewear,1,86.222221,86.333336,90.481483,11.5,-0.143719711,-0.067374508,1
swim,wear,swimwear,1,96.346153,90.96154,92.653847,4.88,-0.377982424,-0.401289221,1
hand,wear,handwear,1,76.916664,79.75,83.291664,8.73,-0.366593219,-0.392842633,1
knit,wear,knitwear,1,85.566666,89.400002,84.900002,10.5,-0.242830519,-0.297324458,1
work,wear,workwear,1,87.909088,86.030304,91.545456,7.05,-0.374528582,-0.397268727,1
neck,wear,neckwear,1,80.052635,87.763161,85.5,7.05,-0.374528582,-0.397268727,1
beach,wear,beachwear,1,82.324326,83.810814,85.810814,8.07,-0.374194851,-0.39782926,1
evening,wear,eveningwear,1,94.40741,79.185188,91.370369,5.96,-0.377565703,-0.401430986,1
lounge,wear,loungewear,1,72.586205,67.620689,77.827583,11.5,-0.143719711,-0.067374508,1
sports,wear,sportswear,2,90.346153,81,82.92308,9.15,-0.281919332,-0.302085383,1
night,wear,nightwear,1,86.4375,87.166664,87.625,10.5,-0.242830519,-0.297324458,1
formal,wear,formalwear,1,90.727272,91.242424,89.909088,8.49,-0.317547239,-0.298528888,1
foot,wear,footwear,1,84.159088,90.931816,85.818184,10.5,-0.242830519,-0.297324458,1
outer,wear,outerwear,1,88.535713,83,88.464287,8.79,-0.358062792,-0.369204622,1
sleep,wear,sleepwear,1,84.57692,84.769234,82.192307,5.85,-0.37778819,-0.401072795,1
basket,weaver,basketweaver,1,85.870964,88.967743,90.516129,10.5,-0.242830519,-0.297324458,1
hair,weaving,hairweaving,1,87.269234,91.653847,85.03846,8.79,-0.358062792,-0.369204622,1
newly,wed,newlywed,1,90.78125,88.875,86.4375,8.04,-0.339463955,-0.379424763,1
newly,weds,newlyweds,1,90.099998,90.133331,84.033333,8.04,-0.339463955,-0.379424763,1
brook,weed,brookweed,1,52.533333,56.166668,76.033333,7.05,-0.374528582,-0.397268727,1
pond,weed,pondweed,1,65.68,82.639999,81.360001,8.73,-0.366593219,-0.392842633,1
cotton,weed,cottonweed,1,58.807693,53.653847,71.653847,8.3,-0.372925264,-0.39801683,1
stick,weed,stickweed,1,55.5,56.409092,75.590912,7.05,-0.374528582,-0.397268727,1
frost,weed,frostweed,1,52.875,49.416668,79.645836,10.5,-0.242830519,-0.297324458,1
stink,weed,stinkweed,1,73.666664,68.428574,82.285713,7.05,-0.374528582,-0.397268727,1
silver,weed,silverweed,1,51.931034,47.034481,73.068962,8.79,-0.358062792,-0.369204622,1
bitter,weed,bitterweed,1,69.379311,70.931038,86.275864,8.79,-0.358062792,-0.369204622,1
crazy,weed,crazyweed,1,52,38.200001,76.599998,8.04,-0.339463955,-0.379424763,1
silk,weed,silkweed,1,57.655174,49.758621,72.586205,7.05,-0.374528582,-0.397268727,1
horse,weed,horseweed,1,53.225807,29.258064,81.19355,11.5,-0.143719711,-0.067374508,1
thimble,weed,thimbleweed,1,57.5,43.766666,80.73333,11.5,-0.143719711,-0.067374508,1
water,weed,waterweed,1,75.666664,77.030304,89.272728,8.79,-0.358062792,-0.369204622,1
skunk,weed,skunkweed,1,66.625,46.458332,84.208336,7.05,-0.374528582,-0.397268727,1
gulf,weed,gulfweed,1,56.03846,54.076923,75.96154,4.91,-0.377228441,-0.400702465,1
snake,weed,snakeweed,1,53.5,29.333334,77.333336,11.5,-0.143719711,-0.067374508,1
sea,weed,seaweed,1,84.657898,87.394737,81.342102,10.5,-0.188933974,-0.19638394,1
pine,weed,pineweed,1,70.380951,67.952377,68.14286,11.5,-0.143719711,-0.067374508,1
green,weed,greenweed,1,64.916664,72.166664,83.291664,8.3,-0.372925264,-0.39801683,1
tumble,weed,tumbleweed,1,77.517242,61.827587,81.206894,11.5,-0.143719711,-0.067374508,1
blue,weed,blueweed,1,58.733334,62.066666,77.699997,11.5,-0.143719711,-0.067374508,1
vinegar,weed,vinegarweed,1,53.733334,44.5,80.466667,8.79,-0.358062792,-0.369204622,1
tumble,weeds,tumbleweeds,1,77.590912,76.227272,85.227272,11.5,-0.143719711,-0.067374508,1
sea,weeds,seaweeds,1,92.354164,88.80851,89.425529,10.5,-0.188933974,-0.19638394,1
work,week,workweek,1,85.291664,83.75,88.333336,7.05,-0.374528582,-0.397268727,1
mid,week,midweek,1,85.555557,87.59259,86.518517,8.73,-0.366593219,-0.392842633,1
mid,weeks,midweeks,1,79.484848,88.333336,87.393936,8.73,-0.366593219,-0.392842633,1
work,weeks,workweeks,1,75.586205,80.862068,82.655174,7.05,-0.374528582,-0.397268727,1
light,weight,lightweight,1,68.769234,75.07692,82.641029,10.5,-0.242830519,-0.297324458,1
middle,weight,middleweight,1,72.46154,76.256409,82.128204,11.5,-0.143719711,-0.067374508,1
feather,weight,featherweight,1,63.5,64.650002,73.675003,8.79,-0.358062792,-0.369204622,1
paper,weight,paperweight,1,65.945946,77.270271,77.459457,8.79,-0.358062792,-0.369204622,1
make,weight,makeweight,1,52,51.25,62.083332,11.5,-0.143719711,-0.067374508,1
heavy,weight,heavyweight,1,77.435898,83.307693,76.46154,8.04,-0.339463955,-0.379424763,1
heavy,weights,heavyweights,1,82.5,89.428574,81.64286,8.04,-0.339463955,-0.379424763,1
paper,weights,paperweights,1,74.35714,76.928574,84.85714,8.79,-0.358062792,-0.369204622,1
hundred,weights,hundredweights,1,56.785713,72.814812,81.851852,8.73,-0.366593219,-0.392842633,1
middle,weights,middleweights,1,66.583336,72.304344,77.739128,11.5,-0.143719711,-0.067374508,1
light,weights,lightweights,1,61.045456,78.181816,57.18182,10.5,-0.242830519,-0.297324458,1
ink,well,inkwell,1,52.666668,75.743591,49.846153,7.05,-0.374528582,-0.397268727,1
stair,well,stairwell,1,51.783783,92.837837,27.108109,8.79,-0.358062792,-0.369204622,1
ink,wells,inkwells,1,58.703705,70.444443,54.296295,7.05,-0.374528582,-0.397268727,1
stair,wells,stairwells,1,59.275864,92.931038,33.344826,8.79,-0.358062792,-0.369204622,1
old,wench,oldwench,1,65.566666,74.533333,70.633331,8.73,-0.366593219,-0.392842633,1
north,west,northwest,1,92.633331,91.633331,91.033333,8.07,-0.374194851,-0.39782926,1
south,west,southwest,1,92.026314,93,92.763161,8.07,-0.374194851,-0.39782926,1
south,wester,southwester,1,71.785713,80.285713,73.10714,8.07,-0.374194851,-0.39782926,1
bed,wetter,bedwetter,1,78.26667,79.533333,74.866669,8.73,-0.366593219,-0.392842633,1
bush,whacker,bushwhacker,1,71.181816,80.63636,59.636364,8.07,-0.374194851,-0.39782926,1
bush,whackers,bushwhackers,1,64.545456,73.590912,61.363636,8.07,-0.374194851,-0.39782926,1
cog,wheel,cogwheel,1,54.136364,54.022728,76.045456,5.96,-0.377565703,-0.401430986,1
free,wheel,freewheel,1,50.620689,66.827583,52.827587,11.5,-0.143719711,-0.067374508,1
tread,wheel,treadwheel,1,59.599998,63.033333,73.866669,8.73,-0.366593219,-0.392842633,1
pin,wheel,pinwheel,1,52.078949,46.736843,82.842102,8.3,-0.372925264,-0.39801683,1
water,wheel,waterwheel,1,62.974358,77.410255,81.487183,8.79,-0.358062792,-0.369204622,1
hand,wheel,handwheel,1,62.035713,62.26923,76.53846,8.73,-0.366593219,-0.392842633,1
mill,wheel,millwheel,1,63.413792,79.275864,75.413795,8.49,-0.317547239,-0.298528888,1
paddle,wheel,paddlewheel,1,70.26667,71.300003,74.666664,11.5,-0.143719711,-0.067374508,1
free,wheeler,freewheeler,1,51.03846,70.42308,56.423077,11.5,-0.143719711,-0.067374508,1
free,wheelers,freewheelers,1,66.137932,60.551723,57.758621,11.5,-0.143719711,-0.067374508,1
water,wheels,waterwheels,1,62.740742,70.153847,70.5,8.79,-0.358062792,-0.369204622,1
pin,wheels,pinwheels,1,58.291668,38.695652,75.695656,8.3,-0.372925264,-0.39801683,1
some,where,somewhere,1,58.620689,42,73.137932,11.5,-0.143719711,-0.067374508,1
horse,whip,horsewhip,1,75.513512,74.972977,84.513512,11.5,-0.143719711,-0.067374508,1
horse,whipping,horsewhipping,2,52.464287,66.785713,68.071426,11.5,-0.143719711,-0.067374508,1
horse,whips,horsewhips,1,73,69.479164,84.4375,11.5,-0.143719711,-0.067374508,1
egg,whisk,eggwhisk,1,86.115387,85.269234,86.42308,5.96,-0.377565703,-0.401430986,1
candle,wick,candlewick,1,78.483871,90.161293,76.645164,11.5,-0.143719711,-0.067374508,1
cotton,wick,cottonwick,1,62.258064,67.290321,71.580643,8.3,-0.372925264,-0.39801683,1
candle,wicks,candlewicks,1,81.045456,93.227272,76.090912,11.5,-0.143719711,-0.067374508,1
band,width,bandwidth,1,53,42.709679,65.225807,8.73,-0.366593219,-0.392842633,1
house,wife,housewife,1,82.564102,70.820511,87.743591,11.5,-0.143719711,-0.067374508,1
old,wife,oldwife,1,70.758621,74.034485,84.551727,8.73,-0.366593219,-0.392842633,1
poor,will,poorwill,1,68.586205,74.551727,66.655174,8.79,-0.358062792,-0.369204622,1
good,will,goodwill,1,65.256409,75.692307,65.666664,8.73,-0.366593219,-0.392842633,1
cross,wind,crosswind,1,73.75,74.96875,84.96875,9.15,-0.281919332,-0.302085383,1
head,wind,headwind,1,53.724998,48.875,81.300003,8.73,-0.366593219,-0.392842633,1
whirl,wind,whirlwind,1,67.513512,73.945946,76.405403,8.49,-0.317547239,-0.298528888,1
tail,wind,tailwind,1,55.799999,45.875,81.300003,8.49,-0.317547239,-0.298528888,1
shop,window,shopwindow,1,86.633331,86.199997,88.23333,5.85,-0.37778819,-0.401072795,1
cross,winds,crosswinds,1,66.083336,51.333332,85.416664,9.15,-0.281919332,-0.302085383,1
whirl,winds,whirlwinds,1,79.555557,84,91.730766,8.49,-0.317547239,-0.298528888,1
head,winds,headwinds,1,51.17857,46.96154,86.884613,8.73,-0.366593219,-0.392842633,1
tail,winds,tailwinds,1,67.884613,58.653847,86.230766,8.49,-0.317547239,-0.298528888,1
wood,winds,woodwinds,1,56.5,68.653847,50.23077,8.73,-0.366593219,-0.392842633,1
bat,wing,batwing,1,77.428574,79,88.39286,10.5,-0.242830519,-0.297324458,1
red,wing,redwing,1,73.709679,76.3871,75.870964,8.73,-0.366593219,-0.392842633,1
green,wing,greenwing,1,50.07143,60.17857,71.321426,8.3,-0.372925264,-0.39801683,1
blue,wing,bluewing,1,58.739132,69.695656,76.478264,11.5,-0.143719711,-0.067374508,1
wax,wings,waxwings,1,51.392857,44.892857,71.571426,6.11,-0.377968298,-0.401471409,1
mid,winter,midwinter,1,84.035713,86.464287,92.071426,8.73,-0.366593219,-0.392842633,1
barb,wire,barbwire,1,75.428574,63.392857,92.035713,6.57,-0.377184297,-0.400583602,1
dim,wit,dimwit,1,61.666668,60.589745,66.256409,4.88,-0.377982424,-0.401289221,1
eye,witness,eyewitness,1,73.457146,61.400002,84.800003,11.5,-0.143719711,-0.067374508,1
eye,witnesses,eyewitnesses,1,79.458336,57.333332,91.541664,11.5,-0.143719711,-0.067374508,1
dim,wits,dimwits,1,74.9375,75.659576,71.19149,4.88,-0.377982424,-0.401289221,1
house,wives,housewives,1,90.241379,86.620689,88.896553,11.5,-0.143719711,-0.067374508,1
bond,woman,bondwoman,1,50.291668,44.375,78.333336,8.73,-0.366593219,-0.392842633,1
congress,woman,congresswoman,1,71.948715,78.717949,83.384613,9.15,-0.281919332,-0.302085383,1
spokes,woman,spokeswoman,1,59.566666,42.866665,81.633331,9.15,-0.281919332,-0.302085383,1
frontiers,woman,frontierswoman,1,70.484848,73.666664,81.939392,9.15,-0.281919332,-0.302085383,1
states,woman,stateswoman,1,62.260868,62.04348,90.391304,9.15,-0.281919332,-0.302085383,1
jury,woman,jurywoman,1,84.448273,80.965515,84.896553,8.04,-0.339463955,-0.379424763,1
oars,woman,oarswoman,1,55.838711,56.483871,90.19355,9.15,-0.281919332,-0.302085383,1
clans,woman,clanswoman,1,73.041664,79.25,90.708336,9.15,-0.281919332,-0.302085383,1
business,woman,businesswoman,1,85.074997,86.275002,90.324997,9.15,-0.281919332,-0.302085383,1
counter,woman,counterwoman,1,64.966667,65.033333,87.099998,8.79,-0.358062792,-0.369204622,1
beggar,woman,beggarwoman,1,89.566666,88.366669,87.433334,8.79,-0.358062792,-0.369204622,1
news,woman,newswoman,1,85.89286,85.428574,92.571426,9.15,-0.281919332,-0.302085383,1
free,woman,freewoman,1,76.060608,86.696968,89.030304,11.5,-0.143719711,-0.067374508,1
outdoors,woman,outdoorswoman,1,80.133331,81.23333,86.099998,9.15,-0.281919332,-0.302085383,1
bonds,woman,bondswoman,1,51.153847,54.846153,80.807693,9.15,-0.281919332,-0.302085383,1
committee,woman,committeewoman,1,70.46154,77.205132,86.846153,11.5,-0.143719711,-0.067374508,1
kins,woman,kinswoman,1,57.799999,61.633335,79.566666,9.15,-0.281919332,-0.302085383,1
council,woman,councilwoman,1,87.300003,89.333336,90.73333,8.49,-0.317547239,-0.298528888,1
sales,woman,saleswoman,1,91.366669,89.533333,90.73333,9.15,-0.281919332,-0.302085383,1
country,woman,countrywoman,1,77.61364,72.25,91.068184,8.04,-0.339463955,-0.379424763,1
sports,woman,sportswoman,1,84.571426,81.761902,86.14286,9.15,-0.281919332,-0.302085383,1
