c1,c2,stim,nparses,ratingcmp,ratingC1,ratingC2,bgJonesMewhort,bgSUBTLEX,bgFacebook,label
honey,dew,honeydew,1,39.684212,37.13158,26.18421,7.77,-0.37107827,-0.383062331,0
shin,dig,shindig,1,23.333334,10.733334,11.266666,13.3,1.991648607,3.420478362,0
shin,digs,shindigs,1,28.629629,12.925926,13.814815,13.3,1.991648607,3.420478362,0
bur,dock,burdock,1,34.720001,28.48,53.16,11.6,-0.004845566,-0.023301942,0
spatter,dock,spatterdock,1,32.333332,35.888889,56.740742,11.6,-0.004845566,-0.023301942,0
under,dog,underdog,1,25.514286,50.828571,17.685715,11.6,-0.004845566,-0.023301942,0
bull,dog,bulldog,1,48.299999,31.125,91.400002,11.9,0.457324861,0.291855351,0
coon,dog,coondog,1,39.533333,41.5,68.333336,13.3,1.991648607,3.420478362,0
hot,dog,hotdog,1,34.67857,44.5,9.6428576,7.32,-0.376884117,-0.398926623,0
sun,dog,sundog,1,40.291668,52.916668,59.291668,13.3,1.991648607,3.420478362,0
coy,dog,coydog,1,40.692307,49,60.346153,7.77,-0.37107827,-0.383062331,0
hot,dogs,hotdogs,1,46.724136,55.275864,9.7241383,7.32,-0.376884117,-0.398926623,0
ring,dove,ringdove,1,36.423077,41.653847,63.692307,6.81,-0.376663396,-0.398398038,0
turtle,dove,turtledove,1,25.97436,19.461538,75.871796,13.3,1.291871101,1.625601178,0
turtle,doves,turtledoves,1,49.125,20.782608,61.913044,13.3,1.291871101,1.625601178,0
crack,down,crackdown,1,48.200001,34.533333,41.566666,6.64,-0.377477415,-0.40043989,0
spell,down,spelldown,1,38.566666,52.333332,35.966667,11.9,0.457324861,0.291855351,0
show,down,showdown,1,39.135136,53.972973,23,7.88,-0.369095313,-0.396018034,0
eider,down,eiderdown,1,27.814816,45.629631,48.148148,11.6,-0.004845566,-0.023301942,0
thistle,down,thistledown,1,32.884617,36.884617,42.576923,13.3,1.291871101,1.625601178,0
sun,downer,sundowner,1,33.82143,50.285713,44.857143,13.3,1.991648607,3.420478362,0
eider,downs,eiderdowns,1,31.208334,37.5,46.041668,11.6,-0.004845566,-0.023301942,0
crack,downs,crackdowns,1,48.25,37.130436,37.173912,6.64,-0.377477415,-0.40043989,0
spell,downs,spelldowns,1,28.814816,49.555557,48.629631,11.9,0.457324861,0.291855351,0
rub,downs,rubdowns,1,48.23077,60.653847,44.923077,6.5,-0.376264332,-0.400945344,0
run,downs,rundowns,1,39.360001,33.16,35.759998,13.3,1.991648607,3.420478362,0
touch,downs,touchdowns,1,49.448277,64.071426,53.17857,7.84,-0.367085868,-0.311593835,0
bull,dozer,bulldozer,1,38.566666,23.200001,44.133335,11.9,0.457324861,0.291855351,0
angle,dozer,angledozer,1,40.774193,49.258064,56.612904,13.3,1.291871101,1.625601178,0
down,draft,downdraft,1,49.590908,51.599998,68.449997,13.3,1.991648607,3.420478362,0
snap,dragon,snapdragon,1,29.918919,28.324324,32.81081,5.81,-0.37727082,-0.387650115,0
pen,dragon,pendragon,1,19.461538,32.346153,25.807692,13.3,1.991648607,3.420478362,0
snap,dragons,snapdragons,1,48.099998,41.200001,42.700001,5.81,-0.37727082,-0.387650115,0
fire,drake,firedrake,2,35.066666,58.933334,37.966667,13.3,1.291871101,1.625601178,0
man,drakes,mandrakes,1,20.923077,33.807693,24.692308,13.3,1.991648607,3.420478362,0
with,drawer,withdrawer,1,34.757576,24.181818,36.666668,7.84,-0.367085868,-0.311593835,0
spoon,drift,spoondrift,1,33,35.541668,65.416664,13.3,1.991648607,3.420478362,0
spin,drift,spindrift,1,47.020832,53.978722,57.276596,13.3,1.991648607,3.420478362,0
man,drill,mandrill,1,35.259258,35.703705,46.111111,13.3,1.991648607,3.420478362,0
over,drive,overdrive,1,49.228573,54.57143,55.228573,11.6,-0.004845566,-0.023301942,0
air,drome,airdrome,1,41.444443,68.96154,48.26923,11.6,-0.004845566,-0.023301942,0
back,drop,backdrop,1,47.487179,80.102562,40.53846,6.64,-0.377477415,-0.40043989,0
gum,drop,gumdrop,1,47.358974,61.512821,35.743591,5.65,-0.378127217,-0.401466599,0
air,drop,airdrop,1,49.924999,62.825001,64.525002,11.6,-0.004845566,-0.023301942,0
eaves,dropper,eavesdropper,2,30,29.576923,28.076923,9.1,-0.369595025,-0.392915348,0
eaves,droppers,eavesdroppers,1,34.272728,31.714285,33.523811,9.1,-0.369595025,-0.392915348,0
kettle,drum,kettledrum,1,38.56818,39.113636,62.159092,13.3,1.291871101,1.625601178,0
kettle,drums,kettledrums,1,48.964287,42.370369,61.185184,13.3,1.291871101,1.625601178,0
via,ducts,viaducts,1,35.307693,43.884617,58.53846,12.1,0.438577699,0.565275422,0
wheat,ear,wheatear,1,36.900002,72.333336,40.466667,13.3,1.497992765,1.617405485,0
hearts,ease,heartsease,1,44.586208,61.517242,53.275864,12.9,1.551274823,1.584032976,0
feather,edge,featheredge,1,47.133335,61.866665,68.73333,13.7,4.185110702,3.397029753,0
book,end,bookend,1,45.525002,77.574997,65.099998,11.9,0.830786621,0.924836447,0
quint,essences,quintessences,1,32.909092,39.31818,61,13.3,1.497992765,1.617405485,0
wall,eye,walleye,1,22.571428,20.714285,33.42857,12.9,1.497558386,1.605500882,0
buck,eye,buckeye,1,42.285713,48.07143,51,11.9,0.830786621,0.924836447,0
moon,eye,mooneye,1,44.851852,51.777779,55.851852,12.8,1.411353578,1.776621414,0
buck,eyes,buckeyes,1,42.25,36.708332,58.541668,11.9,0.830786621,0.924836447,0
type,face,typeface,1,41.026318,59.815788,51.552631,11.2,-0.157918254,-0.157177191,0
type,faces,typefaces,1,42.208332,69.416664,50.708332,11.2,-0.157918254,-0.157177191,0
wind,fall,windfall,1,43.307693,70.410255,47.948719,7.46,-0.372870525,-0.39754344,0
even,fall,evenfall,1,46.566666,56.433334,63.566666,10.2,-0.320042269,-0.311331146,0
prat,fall,pratfall,1,31.821428,36.035713,53.92857,8.08,-0.369222448,-0.390043059,0
short,falls,shortfalls,1,49.857143,58.392857,48.357143,8.08,-0.369222448,-0.390043059,0
prat,falls,pratfalls,1,31.879999,35.84,59.639999,8.08,-0.369222448,-0.390043059,0
foot,falls,footfalls,1,42.875,54.541668,43.875,8.08,-0.369222448,-0.390043059,0
wind,falls,windfalls,1,49.222221,65.692307,44.96154,7.46,-0.372870525,-0.39754344,0
war,fare,warfare,1,48.729729,88.972977,32.513512,9.61,-0.315479524,-0.310096484,0
way,faring,wayfaring,1,28.73077,43.23077,49.884617,6.35,-0.370712756,-0.3893608,0
space,faring,spacefaring,1,33.333332,58.099998,52.299999,11.2,-0.157918254,-0.157177191,0
break,fast,breakfast,1,49.307693,37.23077,39.820515,6.73,-0.371279568,-0.347332835,0
head,fast,headfast,1,40.153847,46.76923,51.46154,7.46,-0.372870525,-0.39754344,0
hold,fast,holdfast,1,46.895832,63.170212,39.702129,7.46,-0.372870525,-0.39754344,0
break,fasts,breakfasts,1,45.400002,53.233334,43.666668,6.73,-0.371279568,-0.347332835,0
god,father,godfather,1,42.76923,22.205128,67.282051,7.46,-0.372870525,-0.39754344,0
foot,fault,footfault,1,48.625,54.125,53.541668,8.08,-0.369222448,-0.390043059,0
gay,feather,gayfeather,1,31.931034,30.310345,78.931038,6.35,-0.370712756,-0.3893608,0
club,feet,clubfeet,1,47.966667,39.833332,75.333336,3.85,-0.378356767,-0.401473356,0
splay,feet,splayfeet,1,39.166668,47.266666,59.5,6.35,-0.370712756,-0.3893608,0
bed,fellow,bedfellow,1,41.18919,67.783783,55.972973,7.46,-0.372870525,-0.39754344,0
bed,fellows,bedfellows,1,47,61.107143,56.464287,7.46,-0.372870525,-0.39754344,0
lip,fern,lipfern,1,36.206898,35.482758,65.379311,6.47,-0.376682819,-0.399911535,0
slug,fest,slugfest,1,33.045456,44.650002,55.5,6.2,-0.377438568,-0.400675097,0
gab,fests,gabfests,1,40.964287,55.333332,61.259258,3.85,-0.378356767,-0.401473356,0
bun,fight,bunfight,1,33.73077,39.53846,61.73077,10.2,-0.320042269,-0.311331146,0
cling,film,clingfilm,1,46.409092,60.238094,48.523811,6.2,-0.377438568,-0.400675097,0
thread,fin,threadfin,1,34.39394,52.484848,60.78788,7.46,-0.372870525,-0.39754344,0
lobe,fin,lobefin,1,36.346153,47.26923,64.96154,11.2,-0.157918254,-0.157177191,0
bow,fin,bowfin,1,41.360001,53.375,56.541668,6.22,-0.369999386,-0.397179981,0
blue,fin,bluefin,1,47.26923,60.692307,62.807693,11.2,-0.157918254,-0.157177191,0
soup,fin,soupfin,1,41.586208,52.413792,50.068966,6.47,-0.376682819,-0.399911535,0
gold,finch,goldfinch,1,45.325001,53.724998,63.700001,7.46,-0.372870525,-0.39754344,0
haw,finch,hawfinch,1,41.166668,29.625,61.041668,6.22,-0.369999386,-0.397179981,0
bull,finch,bullfinch,1,28.674999,34.875,65.050003,10,-0.242459708,-0.230538675,0
bull,finches,bullfinches,1,43.75,28.964285,80.14286,10,-0.242459708,-0.230538675,0
lady,finger,ladyfinger,1,47.5,26.266666,36.433334,6.35,-0.370712756,-0.3893608,0
lady,fingers,ladyfingers,1,45.791668,29.695652,37.739132,6.35,-0.370712756,-0.3893608,0
butter,fingers,butterfingers,1,48.171429,37.323528,62.64706,9.61,-0.315479524,-0.310096484,0
bale,fire,balefire,1,49.84,52.919998,71.400002,11.2,-0.157918254,-0.157177191,0
shell,fire,shellfire,1,44.959999,46.240002,72.720001,10,-0.242459708,-0.230538675,0
back,fires,backfires,1,48.384617,59.192307,55.384617,6.73,-0.371279568,-0.347332835,0
spit,fires,spitfires,1,43.272728,43.809525,65.904762,8.08,-0.369222448,-0.390043059,0
hog,fish,hogfish,1,43.560001,23.92,86.080002,6.2,-0.377438568,-0.400675097,0
bill,fish,billfish,1,43.433334,34.933334,78.833336,10,-0.242459708,-0.230538675,0
sun,fish,sunfish,1,49.174999,42.775002,75.525002,10.2,-0.320042269,-0.311331146,0
archer,fish,archerfish,1,37.720001,30.040001,83.400002,9.61,-0.315479524,-0.310096484,0
lion,fish,lionfish,1,44.807693,22.192308,77.92308,10.2,-0.320042269,-0.311331146,0
queen,fish,queenfish,1,47.466667,37.733334,83,10.2,-0.320042269,-0.311331146,0
snipe,fish,snipefish,1,33.863636,33.809525,89.761902,11.2,-0.157918254,-0.157177191,0
tongue,fish,tonguefish,1,48.121212,32.151516,84.42424,11.2,-0.157918254,-0.157177191,0
numb,fish,numbfish,1,42.466667,32.700001,80.400002,3.85,-0.378356767,-0.401473356,0
may,fish,mayfish,1,38.125,31.291666,87.5,6.35,-0.370712756,-0.3893608,0
surf,fish,surffish,1,44.60606,37.727272,85.454544,11.3,-0.073940079,-0.056810146,0
cutlass,fish,cutlassfish,1,48.291668,28.625,93.375,8.62,-0.3670894,-0.386580693,0
weak,fish,weakfish,1,40.560001,39.639999,82.400002,6.73,-0.371279568,-0.347332835,0
head,fish,headfish,1,46.708332,35.958332,80.75,7.46,-0.372870525,-0.39754344,0
hag,fish,hagfish,1,47.73077,26.23077,87.53846,6.2,-0.377438568,-0.400675097,0
flame,fish,flamefish,1,44.066666,28.833334,84.599998,11.2,-0.157918254,-0.157177191,0
soldier,fish,soldierfish,1,49.545456,31.818182,89,9.61,-0.315479524,-0.310096484,0
soap,fish,soapfish,1,33.48148,23.25926,68.703705,6.47,-0.376682819,-0.399911535,0
globe,fish,globefish,1,43.166668,33.916668,83.375,11.2,-0.157918254,-0.157177191,0
dog,fish,dogfish,1,47.714287,24.428572,75.89286,6.2,-0.377438568,-0.400675097,0
ground,fish,groundfish,1,48.363636,36.727272,86.242424,7.46,-0.372870525,-0.39754344,0
cramp,fish,crampfish,1,45.708332,25.833334,77.291664,6.47,-0.376682819,-0.399911535,0
flag,fish,flagfish,1,44.296295,29.777779,78.074074,6.2,-0.377438568,-0.400675097,0
lancet,fish,lancetfish,1,34.407406,30.384615,69.92308,8.08,-0.369222448,-0.390043059,0
doctor,fish,doctorfish,1,34.645161,31.612904,76.903229,9.61,-0.315479524,-0.310096484,0
pilot,fish,pilotfish,1,40.392857,25.037037,86.814812,8.08,-0.369222448,-0.390043059,0
conch,fish,conchfish,1,47.214287,40.925926,87,6.6,-0.37596062,-0.395331309,0
stone,fish,stonefish,1,46.642857,32.32143,72.25,11.2,-0.157918254,-0.157177191,0
cling,fish,clingfish,1,42.76923,38.692307,79.615387,6.2,-0.377438568,-0.400675097,0
guitar,fish,guitarfish,1,34.099998,18.666666,82.26667,9.61,-0.315479524,-0.310096484,0
squirrel,fish,squirrelfish,1,41.666668,23.625,86.333336,10,-0.242459708,-0.230538675,0
lung,fish,lungfish,1,47.333332,36.791668,86.333336,6.2,-0.377438568,-0.400675097,0
goose,fish,goosefish,1,45.900002,25.5,84.26667,11.2,-0.157918254,-0.157177191,0
pig,fish,pigfish,1,43.733334,37.5,83.400002,6.2,-0.377438568,-0.400675097,0
oar,fish,oarfish,1,49.096775,34.870968,79.677422,9.61,-0.315479524,-0.310096484,0
pin,fish,pinfish,1,45.599998,36.133335,84.133331,10.2,-0.320042269,-0.311331146,0
boar,fish,boarfish,1,41.666668,26.26087,84.347824,9.61,-0.315479524,-0.310096484,0
burr,fish,burrfish,1,38.772728,36.476189,87.190475,9.61,-0.315479524,-0.310096484,0
cuttle,fish,cuttlefish,1,41.642857,23.178572,82.14286,11.2,-0.157918254,-0.157177191,0
tile,fish,tilefish,1,44.307693,37.03846,82.269234,11.2,-0.157918254,-0.157177191,0
surgeon,fish,surgeonfish,1,37.285713,27.523809,88.714287,10.2,-0.320042269,-0.311331146,0
file,fish,filefish,1,36.291668,29.916666,79.958336,11.2,-0.157918254,-0.157177191,0
mosquito,fish,mosquitofish,1,44.080002,41.439999,80.239998,13,0.876075046,1.291145169,0
monk,fish,monkfish,1,44.892857,20.714285,91.428574,6.73,-0.371279568,-0.347332835,0
gar,fish,garfish,1,35.32143,27.25,76.39286,9.61,-0.315479524,-0.310096484,0
rabbit,fish,rabbitfish,1,36.32,28.916666,79.791664,8.08,-0.369222448,-0.390043059,0
buffalo,fish,buffalofish,1,44.866665,27.966667,78.366669,13,0.876075046,1.291145169,0
mutton,fish,muttonfish,1,37.32,32.68,80.080002,10.2,-0.320042269,-0.311331146,0
thread,fish,threadfish,1,37,31.639999,78.599998,7.46,-0.372870525,-0.39754344,0
wolf,fish,wolffish,1,42.958332,25.083334,90.541664,11.3,-0.073940079,-0.056810146,0
wreck,fish,wreckfish,1,37.200001,29.75,78.708336,6.73,-0.371279568,-0.347332835,0
cigar,fish,cigarfish,1,43.39394,19.636364,86.333336,9.61,-0.315479524,-0.310096484,0
butter,fish,butterfish,1,48.125,24.875,83.958336,9.61,-0.315479524,-0.310096484,0
trumpet,fish,trumpetfish,1,48.615383,29.5,86.57692,8.08,-0.369222448,-0.390043059,0
trigger,fish,triggerfish,1,49.25,30.678572,86.85714,9.61,-0.315479524,-0.310096484,0
drum,fish,drumfish,1,38.200001,17.16,80.919998,7.59,-0.369667422,-0.388357566,0
cornet,fish,cornetfish,1,42.517242,41.862068,78.206894,8.08,-0.369222448,-0.390043059,0
lizard,fish,lizardfish,1,48.48,36.125,71.125,7.46,-0.372870525,-0.39754344,0
convict,fish,convictfish,1,25.799999,25.68,80.120003,8.08,-0.369222448,-0.390043059,0
deal,fish,dealfish,1,30,42.260868,65.695656,10,-0.242459708,-0.230538675,0
pan,fish,panfish,1,48.166668,30.391304,79.304344,10.2,-0.320042269,-0.311331146,0
king,fisher,kingfisher,1,31.743589,38.23077,53.333332,6.2,-0.377438568,-0.400675097,0
dog,fishes,dogfishes,1,39.68,26.68,80.919998,6.2,-0.377438568,-0.400675097,0
lung,fishes,lungfishes,1,46.909092,33.242424,86.090912,6.2,-0.377438568,-0.400675097,0
out,fitter,outfitter,1,49.967743,29.064516,67.129036,8.08,-0.369222448,-0.390043059,0
toad,flax,toadflax,1,35.633335,39.299999,50.900002,7.46,-0.372870525,-0.39754344,0
butter,flies,butterflies,1,27.266666,15.172414,60.965519,9.61,-0.315479524,-0.310096484,0
gad,flies,gadflies,1,36.357143,26.785715,77.821426,7.46,-0.372870525,-0.39754344,0
damsel,flies,damselflies,1,43.387096,25.967741,83.80645,10,-0.242459708,-0.230538675,0
blow,flies,blowflies,1,47.541668,27.75,77.416664,6.22,-0.369999386,-0.397179981,0
dragon,flies,dragonflies,1,45.46154,27.423077,71.42308,10.2,-0.320042269,-0.311331146,0
saw,flies,sawflies,1,46.448277,39.689655,73.827583,6.22,-0.369999386,-0.397179981,0
skin,flint,skinflint,1,40.066666,58.666668,53.266666,10.2,-0.320042269,-0.311331146,0
skin,flints,skinflints,1,34.73077,65.92308,42.923077,10.2,-0.320042269,-0.311331146,0
bob,float,bobfloat,1,43.82143,49.75,82.75,3.85,-0.378356767,-0.401473356,0
candy,floss,candyfloss,1,48.851852,74.444443,45.296295,6.35,-0.370712756,-0.3893608,0
flame,flower,flameflower,1,42.416668,27.727272,87.954544,11.2,-0.157918254,-0.157177191,0
spoon,flower,spoonflower,1,43.575756,28.848484,84.090912,10.2,-0.320042269,-0.311331146,0
cuckoo,flower,cuckooflower,1,40.208332,24.541666,92.958336,13,0.876075046,1.291145169,0
bell,flower,bellflower,1,45.179485,38.666668,84.717949,10,-0.242459708,-0.230538675,0
swan,flower,swanflower,1,42.279999,32.400002,81.839996,10.2,-0.320042269,-0.311331146,0
lyre,flower,lyreflower,1,39.625,42.083332,86.416664,11.2,-0.157918254,-0.157177191,0
wall,flower,wallflower,1,47.675674,50.162163,45.648647,10,-0.242459708,-0.230538675,0
shad,flower,shadflower,1,33.266666,32.766666,80.466667,7.46,-0.372870525,-0.39754344,0
globe,flower,globeflower,1,39.375,28.583334,85.041664,11.2,-0.157918254,-0.157177191,0
cheese,flower,cheeseflower,1,38.969696,24.969696,75.121216,11.2,-0.157918254,-0.157177191,0
helmet,flower,helmetflower,1,39.869564,39.391304,74.260872,8.08,-0.369222448,-0.390043059,0
spider,flower,spiderflower,1,49.708332,31.583334,87.333336,9.61,-0.315479524,-0.310096484,0
butter,flower,butterflower,1,35.608696,37.391304,72.217392,9.61,-0.315479524,-0.310096484,0
moon,flower,moonflower,1,46.5,30.318182,83.545456,10.2,-0.320042269,-0.311331146,0
wind,flower,windflower,1,47,36.166668,83.458336,7.46,-0.372870525,-0.39754344,0
tongue,flower,tongueflower,1,43.066666,31.9,76.066666,11.2,-0.157918254,-0.157177191,0
foam,flower,foamflower,1,40.444443,38.884617,63.76923,7.59,-0.369667422,-0.388357566,0
finger,flower,fingerflower,1,47.464287,30.928572,84.214287,9.61,-0.315479524,-0.310096484,0
cup,flower,cupflower,1,44.913044,46.695652,71.04348,6.47,-0.376682819,-0.399911535,0
wand,flower,wandflower,1,40.82143,34.307693,77.53846,7.46,-0.372870525,-0.39754344,0
tail,flower,tailflower,1,48,45.799999,78.73333,10,-0.242459708,-0.230538675,0
chigger,flower,chiggerflower,1,35.892857,24.714285,86.928574,9.61,-0.315479524,-0.310096484,0
passion,flower,passionflower,1,44.684212,19.973684,89.157898,10.2,-0.320042269,-0.311331146,0
wall,flowers,wallflowers,1,48.692307,59.96154,49.192307,10,-0.242459708,-0.230538675,0
day,fly,dayfly,1,44.466667,47.966667,66.333336,6.35,-0.370712756,-0.3893608,0
blow,fly,blowfly,1,46.655174,33.482758,73.206894,6.22,-0.369999386,-0.397179981,0
butter,fly,butterfly,1,27.564102,7.1025643,72.897438,9.61,-0.315479524,-0.310096484,0
dobson,fly,dobsonfly,1,30.238094,29.809525,69.619049,10.2,-0.320042269,-0.311331146,0
stone,fly,stonefly,1,45.964287,27.714285,81.964287,11.2,-0.157918254,-0.157177191,0
sponge,fly,spongefly,1,38.729168,21.729166,81.083336,11.2,-0.157918254,-0.157177191,0
gad,fly,gadfly,1,30.368422,32.552631,72.684212,7.46,-0.372870525,-0.39754344,0
bot,fly,botfly,1,37.279999,29.833334,68.875,8.08,-0.369222448,-0.390043059,0
chalcid,fly,chalcidfly,1,25.966667,38.400002,66.5,7.46,-0.372870525,-0.39754344,0
shad,fly,shadfly,1,39.222221,33.074074,67.555557,7.46,-0.372870525,-0.39754344,0
rain,fly,rainfly,1,48.166668,52.400002,79.633331,10.2,-0.320042269,-0.311331146,0
may,fly,mayfly,1,29.205128,26.615385,70.53846,6.35,-0.370712756,-0.3893608,0
damsel,fly,damselfly,1,40.346153,31.576923,80.153847,10,-0.242459708,-0.230538675,0
dragon,fly,dragonfly,1,43.42857,26.342857,74.285713,10.2,-0.320042269,-0.311331146,0
snake,fly,snakefly,1,43.484848,25.30303,79.909088,11.2,-0.157918254,-0.157177191,0
horse,fly,horsefly,1,37.435898,17.897436,88.025642,11.2,-0.157918254,-0.157177191,0
alder,fly,alderfly,1,30.52,28.200001,74.559998,9.61,-0.315479524,-0.310096484,0
shoo,fly,shoofly,1,45.416668,40.086956,78.347824,13,0.876075046,1.291145169,0
gall,fly,gallfly,1,34.615383,32.76923,81.653847,10,-0.242459708,-0.230538675,0
feather,foil,featherfoil,1,36.642857,54.555557,47.407406,9.61,-0.315479524,-0.310096484,0
rock,foil,rockfoil,1,38.099998,58.033333,49.833332,6.73,-0.371279568,-0.347332835,0
air,foils,airfoils,1,41.333332,54.666668,49.5,9.61,-0.315479524,-0.310096484,0
bill,fold,billfold,1,44.324326,61.891891,50.270271,10,-0.242459708,-0.230538675,0
sheep,fold,sheepfold,1,37.083332,42.021278,51.425533,6.47,-0.376682819,-0.399911535,0
gate,fold,gatefold,1,45.454544,60.31818,55.81818,11.2,-0.157918254,-0.157177191,0
sheep,folds,sheepfolds,1,32.964287,42.357143,55.535713,6.47,-0.376682819,-0.399911535,0
bill,folds,billfolds,1,47.111111,68.629631,52.074074,10,-0.242459708,-0.230538675,0
tom,fool,tomfool,1,27.304348,16.304348,81.347824,7.59,-0.369667422,-0.388357566,0
hot,foot,hotfoot,1,46.040001,57.84,70.639999,8.08,-0.369222448,-0.390043059,0
colts,foot,coltsfoot,1,40.0625,40.958332,63.5,8.62,-0.3670894,-0.386580693,0
club,foot,clubfoot,1,45.875,44.400002,73.550003,3.85,-0.378356767,-0.401473356,0
splay,foot,splayfoot,1,43.78788,48.81818,74.303032,6.35,-0.370712756,-0.3893608,0
spade,foot,spadefoot,1,35.119999,44.040001,64.239998,11.2,-0.157918254,-0.157177191,0
goose,foot,goosefoot,1,48.75,49.916668,67.541664,11.2,-0.157918254,-0.157177191,0
tender,foots,tenderfoots,1,47.625,65.625,54.75,9.61,-0.315479524,-0.310096484,0
hot,foots,hotfoots,1,49.5,48.607143,46,8.08,-0.369222448,-0.390043059,0
where,fore,wherefore,1,46.931034,67.321426,48.07143,11.2,-0.157918254,-0.157177191,0
plat,forms,platforms,1,33.533333,15.433333,34.299999,8.08,-0.369222448,-0.390043059,0
moor,fowl,moorfowl,1,36.53846,43.346153,63.807693,9.61,-0.315479524,-0.310096484,0
heath,fowl,heathfowl,1,36.636364,46.484848,69.696968,6.6,-0.37596062,-0.395331309,0
pea,fowl,peafowl,1,29.107143,27.25,55.57143,10.6,-0.228677886,-0.23331924,0
pea,fowls,peafowls,1,38.967743,37.064518,59.161289,10.6,-0.228677886,-0.23331924,0
air,frames,airframes,1,44,52.629631,56.703705,9.61,-0.315479524,-0.310096484,0
bull,frog,bullfrog,1,39.23077,15.769231,89.384613,10,-0.242459708,-0.230538675,0
hoar,frost,hoarfrost,1,28.375,28.833334,75.625,9.61,-0.315479524,-0.310096484,0
bread,fruit,breadfruit,1,41.729729,48.162163,59.729729,7.46,-0.372870525,-0.39754344,0
egg,fruit,eggfruit,1,47.272728,30.380953,71.238098,6.2,-0.377438568,-0.400675097,0
grape,fruit,grapefruit,1,40.641026,20.333334,91.641029,11.2,-0.157918254,-0.157177191,0
jack,fruit,jackfruit,1,40.75,12.791667,92.625,6.73,-0.371279568,-0.347332835,0
grape,fruits,grapefruits,1,47.080002,30.6,86.879997,11.2,-0.157918254,-0.157177191,0
hedge,fund,hedgefund,1,37.384617,39.307693,77.192307,11.2,-0.157918254,-0.157177191,0
green,gage,greengage,1,42.48148,50,52.653847,13.2,2.59659023,3.387854071,0
top,gallant,topgallant,1,37.25,50.142857,48.42857,7.8,-0.377911794,-0.399907527,0
moor,game,moorgame,1,32.857143,38.607143,71.60714,11,-0.223106887,-0.281666974,0
back,gammon,backgammon,1,23.172413,18.793104,23.482759,6.35,-0.376622783,-0.399688925,0
stop,gap,stopgap,1,43.892857,59.785713,56.67857,7.8,-0.377911794,-0.399907527,0
tail,gate,tailgate,1,43.717949,51.923077,47.256409,7.95,-0.374816402,-0.39932787,0
sluice,gate,sluicegate,1,31.08,39.119999,63.279999,11,-0.255203258,-0.271020622,0
nose,gay,nosegay,1,22.4,42.16,21.559999,11,-0.255203258,-0.271020622,0
nose,gays,nosegays,1,14.37037,47.48148,24.296297,11,-0.255203258,-0.271020622,0
fish,gig,fishgig,1,33.217392,64.04348,40.173912,5.24,-0.378298497,-0.401468203,0
blue,gill,bluegill,1,42.208332,61.608696,57.826088,11,-0.255203258,-0.271020622,0
cow,girl,cowgirl,1,46.950001,27.525,92.324997,3.71,-0.378098965,-0.400592878,0
alms,giver,almsgiver,1,47.333332,55.148148,73,6.66,-0.371094162,-0.397518247,0
alms,giving,almsgiving,1,33.740742,43.629631,53.48148,6.66,-0.371094162,-0.397518247,0
para,gliding,paragliding,1,48.884617,42.46154,77.269234,11.6,-0.027157814,-0.02723953,0
fox,glove,foxglove,1,28.692308,32.53846,62.923077,1.1,-0.378434461,-0.401474386,0
fox,gloves,foxgloves,1,46.84,38.880001,70.559998,1.1,-0.378434461,-0.401474386,0
scape,goat,scapegoat,1,32.736843,46.921051,17.078947,11,-0.255203258,-0.271020622,0
scape,goats,scapegoats,1,49.642857,41,18.071428,11,-0.255203258,-0.271020622,0
hob,goblin,hobgoblin,1,29.84091,24.40909,69.272728,3.56,-0.378402677,-0.40147221,0
scatter,good,scattergood,1,38.84,58.25,48.375,11,-0.223106887,-0.281666974,0
scape,grace,scapegrace,1,37.370369,36.296295,43.222221,11,-0.255203258,-0.271020622,0
scape,graces,scapegraces,1,29.384615,50.153847,38.115383,11,-0.255203258,-0.271020622,0
cable,grams,cablegrams,1,36.51852,61.962963,44.333332,11,-0.255203258,-0.271020622,0
holly,grape,hollygrape,1,43.677418,38.80645,66.225807,6.34,-0.374540942,-0.399931803,0
cheat,grass,cheatgrass,1,33.375,23.47826,78.95652,7.71,-0.375540367,-0.400061087,0
cord,grass,cordgrass,1,38.76923,41.846153,77.230766,9.83,-0.341229723,-0.365342154,0
crab,grass,crabgrass,1,29.18919,26.351351,77.648651,3.56,-0.378402677,-0.40147221,0
brome,grass,bromegrass,1,40.931034,39.896553,76.344826,11,-0.255203258,-0.271020622,0
quack,grass,quackgrass,1,39.166668,31.47826,71.478264,6.35,-0.376622783,-0.399688925,0
witch,grass,witchgrass,1,30.566668,24.6,77.199997,5.24,-0.378298497,-0.401468203,0
blue,grass,bluegrass,1,49.615383,40.884617,63.73077,11,-0.255203258,-0.271020622,0
knot,grass,knotgrass,1,47.384617,41.5,76.192307,7.71,-0.375540367,-0.400061087,0
eel,grass,eelgrass,1,41.642857,29.115385,78.192307,7.95,-0.374816402,-0.39932787,0
bur,grass,burgrass,1,39.433334,37.466667,79.833336,11,-0.223106887,-0.281666974,0
rib,grass,ribgrass,1,31.791666,28,67.291664,3.56,-0.378402677,-0.40147221,0
winter,green,wintergreen,1,38.900002,54.200001,41.924999,11,-0.223106887,-0.281666974,0
green,grocer,greengrocer,1,44.684212,44.789474,74.815788,13.2,2.59659023,3.387854071,0
bed,ground,bedground,1,44.964287,58.892857,60.75,9.83,-0.341229723,-0.365342154,0
back,grounder,backgrounder,1,40.590908,64.349998,45.849998,6.35,-0.376622783,-0.399688925,0
